Genre,imdbID,Language,Title,Released
Drama,tt0018217,ru,Октябрь,1928-01-20
History,tt0018217,ru,Октябрь,1928-01-20
Action,tt0079574,en,Moonraker,1979-06-26
Adventure,tt0079574,en,Moonraker,1979-06-26
Thriller,tt0079574,en,Moonraker,1979-06-26
Science Fiction,tt0079574,en,Moonraker,1979-06-26
Adventure,tt0082398,en,For Your Eyes Only,1981-06-24
Action,tt0082398,en,For Your Eyes Only,1981-06-24
Thriller,tt0082398,en,For Your Eyes Only,1981-06-24
Adventure,tt0086034,en,Octopussy,1983-06-05
Action,tt0086034,en,Octopussy,1983-06-05
Thriller,tt0086034,en,Octopussy,1983-06-05
Comedy,tt0014341,en,Our Hospitality,1923-11-19
Romance,tt0014341,en,Our Hospitality,1923-11-19
Drama,tt0044081,en,A Streetcar Named Desire,1951-09-18
Comedy,tt0075686,en,Annie Hall,1977-04-19
Drama,tt0075686,en,Annie Hall,1977-04-19
Romance,tt0075686,en,Annie Hall,1977-04-19
Music,tt0058182,en,A Hard Day's Night,1964-07-07
Comedy,tt0058182,en,A Hard Day's Night,1964-07-07
Drama,tt0042192,en,All About Eve,1950-10-06
History,tt0071458,de,Fontane Effi Briest,1974-06-20
Drama,tt0071458,de,Fontane Effi Briest,1974-06-20
Adventure,tt0090264,en,A View to a Kill,1985-05-24
Action,tt0090264,en,A View to a Kill,1985-05-24
Thriller,tt0090264,en,A View to a Kill,1985-05-24
Action,tt0093428,en,The Living Daylights,1987-06-29
Adventure,tt0093428,en,The Living Daylights,1987-06-29
Thriller,tt0093428,en,The Living Daylights,1987-06-29
Adventure,tt0097742,en,Licence to Kill,1989-06-13
Action,tt0097742,en,Licence to Kill,1989-06-13
Thriller,tt0097742,en,Licence to Kill,1989-06-13
Adventure,tt0113189,en,GoldenEye,1995-11-16
Action,tt0113189,en,GoldenEye,1995-11-16
Thriller,tt0113189,en,GoldenEye,1995-11-16
Drama,tt0181536,en,Finding Forrester,2000-12-21
Comedy,tt0109831,en,Four Weddings and a Funeral,1994-03-09
Drama,tt0109831,en,Four Weddings and a Funeral,1994-03-09
Romance,tt0109831,en,Four Weddings and a Funeral,1994-03-09
Drama,tt0107822,en,The Piano,1993-05-19
Romance,tt0107822,en,The Piano,1993-05-19
Adventure,tt0120347,en,Tomorrow Never Dies,1997-12-11
Action,tt0120347,en,Tomorrow Never Dies,1997-12-11
Thriller,tt0120347,en,Tomorrow Never Dies,1997-12-11
Drama,tt0203166,sv,Tillsammans,2000-08-25
Comedy,tt0203166,sv,Tillsammans,2000-08-25
Romance,tt0203166,sv,Tillsammans,2000-08-25
Comedy,tt0129659,de,Zugvögel – einmal nach Inari,1998-01-01
Romance,tt0092099,en,Top Gun,1986-05-16
Drama,tt0092099,en,Top Gun,1986-05-16
Action,tt0092099,en,Top Gun,1986-05-16
Mystery,tt0167404,en,The Sixth Sense,1999-08-06
Thriller,tt0167404,en,The Sixth Sense,1999-08-06
Drama,tt0167404,en,The Sixth Sense,1999-08-06
Drama,tt0093389,en,The Last Emperor,1987-10-04
History,tt0093389,en,The Last Emperor,1987-10-04
Horror,tt0365748,en,Shaun of the Dead,2004-04-09
Comedy,tt0365748,en,Shaun of the Dead,2004-04-09
Comedy,tt0055205,en,Murder She Said,1961-09-26
Crime,tt0055205,en,Murder She Said,1961-09-26
Drama,tt0055205,en,Murder She Said,1961-09-26
Mystery,tt0055205,en,Murder She Said,1961-09-26
Comedy,tt0057334,en,Murder at the Gallop,1963-06-24
Crime,tt0057334,en,Murder at the Gallop,1963-06-24
Drama,tt0057334,en,Murder at the Gallop,1963-06-24
Mystery,tt0057334,en,Murder at the Gallop,1963-06-24
Thriller,tt0057334,en,Murder at the Gallop,1963-06-24
Action,tt0434409,en,V for Vendetta,2006-02-23
Thriller,tt0434409,en,V for Vendetta,2006-02-23
Science Fiction,tt0434409,en,V for Vendetta,2006-02-23
Drama,tt0062952,en,Faces,1968-11-24
Action,tt0119094,en,Face/Off,1997-06-27
Crime,tt0119094,en,Face/Off,1997-06-27
Science Fiction,tt0119094,en,Face/Off,1997-06-27
Thriller,tt0119094,en,Face/Off,1997-06-27
Horror,tt0116367,en,From Dusk Till Dawn,1996-01-19
Action,tt0116367,en,From Dusk Till Dawn,1996-01-19
Thriller,tt0116367,en,From Dusk Till Dawn,1996-01-19
Crime,tt0116367,en,From Dusk Till Dawn,1996-01-19
Animation,tt0032455,en,Fantasia,1940-11-13
Family,tt0032455,en,Fantasia,1940-11-13
Comedy,tt0058383,en,Murder Most Foul,1964-03-01
Crime,tt0058383,en,Murder Most Foul,1964-03-01
Drama,tt0058383,en,Murder Most Foul,1964-03-01
Mystery,tt0058383,en,Murder Most Foul,1964-03-01
Thriller,tt0058383,en,Murder Most Foul,1964-03-01
Drama,tt0058382,en,Murder Ahoy,1964-09-22
Thriller,tt0058382,en,Murder Ahoy,1964-09-22
Crime,tt0058382,en,Murder Ahoy,1964-09-22
Mystery,tt0058382,en,Murder Ahoy,1964-09-22
Comedy,tt0058382,en,Murder Ahoy,1964-09-22
Comedy,tt0045810,en,Gentlemen Prefer Blondes,1953-07-14
Romance,tt0045810,en,Gentlemen Prefer Blondes,1953-07-14
Comedy,tt0069747,fr,Les Aventures de Rabbi Jacob,1973-10-17
Comedy,tt0074103,fr,L'Aile ou la Cuisse,1976-10-27
Adventure,tt0071853,en,Monty Python and the Holy Grail,1975-05-25
Comedy,tt0071853,en,Monty Python and the Holy Grail,1975-05-25
Fantasy,tt0071853,en,Monty Python and the Holy Grail,1975-05-25
Horror,tt0103873,en,Braindead,1992-08-13
Comedy,tt0103873,en,Braindead,1992-08-13
Horror,tt0083907,en,The Evil Dead,1981-09-10
Horror,tt0092991,en,Evil Dead II,1987-03-13
Comedy,tt0092991,en,Evil Dead II,1987-03-13
Fantasy,tt0092991,en,Evil Dead II,1987-03-13
Fantasy,tt0106308,en,Army of Darkness,1992-10-31
Horror,tt0106308,en,Army of Darkness,1992-10-31
Comedy,tt0106308,en,Army of Darkness,1992-10-31
Adventure,tt0417741,en,Harry Potter and the Half-Blood Prince,2009-07-07
Fantasy,tt0417741,en,Harry Potter and the Half-Blood Prince,2009-07-07
Horror,tt0120681,en,From Hell,2001-02-08
Mystery,tt0120681,en,From Hell,2001-02-08
Thriller,tt0120681,en,From Hell,2001-02-08
Drama,tt0099685,en,GoodFellas,1990-09-12
Crime,tt0099685,en,GoodFellas,1990-09-12
Drama,tt0031381,en,Gone with the Wind,1939-12-15
War,tt0031381,en,Gone with the Wind,1939-12-15
Romance,tt0031381,en,Gone with the Wind,1939-12-15
Comedy,tt0099785,en,Home Alone,1990-11-16
Family,tt0099785,en,Home Alone,1990-11-16
Comedy,tt0104431,en,Home Alone 2: Lost in New York,1992-11-19
Family,tt0104431,en,Home Alone 2: Lost in New York,1992-11-19
Adventure,tt0104431,en,Home Alone 2: Lost in New York,1992-11-19
Comedy,tt0449059,en,Little Miss Sunshine,2006-07-26
Drama,tt0449059,en,Little Miss Sunshine,2006-07-26
Documentary,tt0000010,fr,La Sortie de l'Usine Lumière à Lyon,1895-03-22
Adventure,tt0000417,fr,Le Voyage dans la Lune,1902-04-17
Science Fiction,tt0000417,fr,Le Voyage dans la Lune,1902-04-17
Drama,tt0031885,fr,La Règle du jeu,1939-07-09
Comedy,tt0031885,fr,La Règle du jeu,1939-07-09
Romance,tt0031885,fr,La Règle du jeu,1939-07-09
Drama,tt0028950,fr,La Grande Illusion,1937-06-04
History,tt0028950,fr,La Grande Illusion,1937-06-04
War,tt0028950,fr,La Grande Illusion,1937-06-04
Comedy,tt0046487,fr,Les vacances de Monsieur Hulot,1953-02-25
Horror,tt0023649,de,Vampyr - Der Traum des Allan Grey,1932-05-06
Fantasy,tt0023649,de,Vampyr - Der Traum des Allan Grey,1932-05-06
Drama,tt0019254,fr,La Passion de Jeanne d'Arc,1928-04-21
History,tt0019254,fr,La Passion de Jeanne d'Arc,1928-04-21
Drama,tt0120522,de,Winterschläfer,1997-10-30
Thriller,tt0120522,de,Winterschläfer,1997-10-30
Romance,tt0120522,de,Winterschläfer,1997-10-30
Thriller,tt0119177,en,Gattaca,1997-09-07
Science Fiction,tt0119177,en,Gattaca,1997-09-07
Mystery,tt0119177,en,Gattaca,1997-09-07
Romance,tt0119177,en,Gattaca,1997-09-07
Drama,tt0083987,en,Gandhi,1982-11-30
History,tt0083987,en,Gandhi,1982-11-30
Music,tt0116790,cs,Kolja,1996-05-15
Drama,tt0116790,cs,Kolja,1996-05-15
Comedy,tt0116790,cs,Kolja,1996-05-15
Drama,tt0023104,de,Kuhle Wampe oder: Wem gehört die Welt?,1932-05-14
Drama,tt0181875,en,Almost Famous,2000-09-15
Music,tt0181875,en,Almost Famous,2000-09-15
Action,tt0356910,en,Mr. & Mrs. Smith,2005-06-07
Comedy,tt0356910,en,Mr. & Mrs. Smith,2005-06-07
Drama,tt0356910,en,Mr. & Mrs. Smith,2005-06-07
Thriller,tt0356910,en,Mr. & Mrs. Smith,2005-06-07
Comedy,tt0107614,en,Mrs. Doubtfire,1993-11-24
Drama,tt0107614,en,Mrs. Doubtfire,1993-11-24
Family,tt0107614,en,Mrs. Doubtfire,1993-11-24
Comedy,tt0060802,cs,Ostře sledované vlaky,1966-11-18
Drama,tt0060802,cs,Ostře sledované vlaky,1966-11-18
War,tt0060802,cs,Ostře sledované vlaky,1966-11-18
Horror,tt0080749,en,The Fog,1980-02-08
Horror,tt0432291,en,The Fog,2005-10-14
Thriller,tt0432291,en,The Fog,2005-10-14
Drama,tt0091763,en,Platoon,1986-12-19
War,tt0091763,en,Platoon,1986-12-19
Action,tt0091763,en,Platoon,1986-12-19
Drama,tt0090756,en,Blue Velvet,1986-01-01
Crime,tt0090756,en,Blue Velvet,1986-01-01
Mystery,tt0090756,en,Blue Velvet,1986-01-01
Thriller,tt0090756,en,Blue Velvet,1986-01-01
Horror,tt0075005,en,The Omen,1976-06-25
Thriller,tt0075005,en,The Omen,1976-06-25
Romance,tt0120632,en,City of Angels,1998-04-10
Drama,tt0120632,en,City of Angels,1998-04-10
Fantasy,tt0120632,en,City of Angels,1998-04-10
Drama,tt0139134,en,Cruel Intentions,1999-03-05
Romance,tt0139134,en,Cruel Intentions,1999-03-05
Drama,tt0060827,sv,Persona,1966-10-18
Family,tt0046218,de,Pünktchen und Anton,1953-08-26
Drama,tt0046218,de,Pünktchen und Anton,1953-08-26
Comedy,tt0046218,de,Pünktchen und Anton,1953-08-26
Family,tt0161935,de,Pünktchen und Anton,1999-03-11
Comedy,tt0161935,de,Pünktchen und Anton,1999-03-11
Drama,tt0161935,de,Pünktchen und Anton,1999-03-11
Crime,tt0042804,es,Los olvidados,1950-12-09
Drama,tt0042804,es,Los olvidados,1950-12-09
Comedy,tt0093105,en,"Good Morning, Vietnam",1987-12-23
Drama,tt0093105,en,"Good Morning, Vietnam",1987-12-23
War,tt0093105,en,"Good Morning, Vietnam",1987-12-23
Drama,tt0056193,en,Lolita,1962-06-13
Comedy,tt0056193,en,Lolita,1962-06-13
Romance,tt0056193,en,Lolita,1962-06-13
History,tt0048434,fr,Nuit et Brouillard,1956-04-29
Documentary,tt0048434,fr,Nuit et Brouillard,1956-04-29
War,tt0048434,fr,Nuit et Brouillard,1956-04-29
Romance,tt0046250,en,Roman Holiday,1953-08-26
Comedy,tt0046250,en,Roman Holiday,1953-08-26
Drama,tt0046250,en,Roman Holiday,1953-08-26
Drama,tt0063522,en,Rosemary's Baby,1968-06-12
Horror,tt0063522,en,Rosemary's Baby,1968-06-12
Thriller,tt0063522,en,Rosemary's Baby,1968-06-12
Horror,tt0466909,en,The Omen,2006-06-06
Crime,tt0114369,en,Se7en,1995-09-22
Mystery,tt0114369,en,Se7en,1995-09-22
Thriller,tt0114369,en,Se7en,1995-09-22
Animation,tt0126029,en,Shrek,2001-05-18
Comedy,tt0126029,en,Shrek,2001-05-18
Fantasy,tt0126029,en,Shrek,2001-05-18
Adventure,tt0126029,en,Shrek,2001-05-18
Family,tt0126029,en,Shrek,2001-05-18
Animation,tt0298148,en,Shrek 2,2004-05-19
Family,tt0298148,en,Shrek 2,2004-05-19
Comedy,tt0298148,en,Shrek 2,2004-05-19
Fantasy,tt0298148,en,Shrek 2,2004-05-19
Adventure,tt0298148,en,Shrek 2,2004-05-19
Fantasy,tt0413267,en,Shrek the Third,2007-05-17
Adventure,tt0413267,en,Shrek the Third,2007-05-17
Animation,tt0413267,en,Shrek the Third,2007-05-17
Comedy,tt0413267,en,Shrek the Third,2007-05-17
Family,tt0413267,en,Shrek the Third,2007-05-17
Adventure,tt0067756,en,Silent Running,1972-03-09
Science Fiction,tt0067756,en,Silent Running,1972-03-09
Animation,tt0103639,en,Aladdin,1992-11-25
Family,tt0103639,en,Aladdin,1992-11-25
Adventure,tt0103639,en,Aladdin,1992-11-25
Fantasy,tt0103639,en,Aladdin,1992-11-25
Romance,tt0103639,en,Aladdin,1992-11-25
Comedy,tt0080339,en,Airplane!,1980-07-02
Horror,tt0082010,en,An American Werewolf in London,1981-08-21
Comedy,tt0082010,en,An American Werewolf in London,1981-08-21
Family,tt0204824,en,Animal Farm,1999-10-03
Drama,tt0204824,en,Animal Farm,1999-10-03
Comedy,tt0204824,en,Animal Farm,1999-10-03
Science Fiction,tt0118655,en,Austin Powers: International Man of Mystery,1997-05-02
Comedy,tt0118655,en,Austin Powers: International Man of Mystery,1997-05-02
Crime,tt0118655,en,Austin Powers: International Man of Mystery,1997-05-02
Adventure,tt0145660,en,Austin Powers: The Spy Who Shagged Me,1999-06-08
Comedy,tt0145660,en,Austin Powers: The Spy Who Shagged Me,1999-06-08
Crime,tt0145660,en,Austin Powers: The Spy Who Shagged Me,1999-06-08
Science Fiction,tt0145660,en,Austin Powers: The Spy Who Shagged Me,1999-06-08
Comedy,tt0295178,en,Austin Powers in Goldmember,2002-07-26
Crime,tt0295178,en,Austin Powers in Goldmember,2002-07-26
Science Fiction,tt0295178,en,Austin Powers in Goldmember,2002-07-26
Crime,tt0117665,en,Sleepers,1996-10-18
Drama,tt0117665,en,Sleepers,1996-10-18
Thriller,tt0117665,en,Sleepers,1996-10-18
Drama,tt0102138,en,JFK,1991-12-20
Thriller,tt0102138,en,JFK,1991-12-20
History,tt0102138,en,JFK,1991-12-20
Drama,tt0055031,en,Judgment at Nuremberg,1961-12-18
History,tt0055031,en,Judgment at Nuremberg,1961-12-18
War,tt0055031,en,Judgment at Nuremberg,1961-12-18
Drama,tt0051792,bn,জলসাঘর,1958-10-10
Music,tt0051792,bn,জলসাঘর,1958-10-10
Animation,tt0193253,ja,人狼 JIN-ROH,1999-11-17
Science Fiction,tt0193253,ja,人狼 JIN-ROH,1999-11-17
Thriller,tt0193253,ja,人狼 JIN-ROH,1999-11-17
Drama,tt0203009,en,Moulin Rouge!,2001-05-24
Romance,tt0203009,en,Moulin Rouge!,2001-05-24
Music,tt0203009,en,Moulin Rouge!,2001-05-24
Comedy,tt0145734,en,Playing by Heart,1998-12-30
Drama,tt0145734,en,Playing by Heart,1998-12-30
Romance,tt0145734,en,Playing by Heart,1998-12-30
Drama,tt0050212,en,The Bridge on the River Kwai,1957-10-11
History,tt0050212,en,The Bridge on the River Kwai,1957-10-11
War,tt0050212,en,The Bridge on the River Kwai,1957-10-11
Drama,tt0046911,fr,Les Diaboliques,1955-01-29
Horror,tt0046911,fr,Les Diaboliques,1955-01-29
Thriller,tt0046911,fr,Les Diaboliques,1955-01-29
Drama,tt0043456,en,The Day the Earth Stood Still,1951-09-28
Science Fiction,tt0043456,en,The Day the Earth Stood Still,1951-09-28
Crime,tt0071315,en,Chinatown,1974-06-20
Drama,tt0071315,en,Chinatown,1974-06-20
Mystery,tt0071315,en,Chinatown,1974-06-20
Thriller,tt0071315,en,Chinatown,1974-06-20
Science Fiction,tt0049223,en,Forbidden Planet,1956-03-23
Science Fiction,tt0047577,en,This Island Earth,1955-06-01
Adventure,tt0047577,en,This Island Earth,1955-06-01
Drama,tt0022100,de,M - Eine Stadt sucht einen Mörder,1931-05-11
Action,tt0022100,de,M - Eine Stadt sucht einen Mörder,1931-05-11
Thriller,tt0022100,de,M - Eine Stadt sucht einen Mörder,1931-05-11
Crime,tt0022100,de,M - Eine Stadt sucht einen Mörder,1931-05-11
Drama,tt0045274,it,Umberto D.,1952-01-20
Fantasy,tt0401855,en,Underworld: Evolution,2006-01-12
Action,tt0401855,en,Underworld: Evolution,2006-01-12
Thriller,tt0401855,en,Underworld: Evolution,2006-01-12
Science Fiction,tt0022869,de,F.P.1 antwortet nicht,1932-12-22
Drama,tt0057654,pt,Vidas Secas,1963-08-22
Horror,tt0086541,en,Videodrome,1983-02-04
Mystery,tt0086541,en,Videodrome,1983-02-04
Science Fiction,tt0086541,en,Videodrome,1983-02-04
Comedy,tt0069704,en,American Graffiti,1973-08-01
Drama,tt0069704,en,American Graffiti,1973-08-01
Action,tt0067023,en,Duel,1971-11-13
Thriller,tt0067023,en,Duel,1971-11-13
TV Movie,tt0067023,en,Duel,1971-11-13
Science Fiction,tt0075860,en,Close Encounters of the Third Kind,1977-11-18
Drama,tt0075860,en,Close Encounters of the Third Kind,1977-11-18
Action,tt0087182,en,Dune,1984-12-14
Science Fiction,tt0087182,en,Dune,1984-12-14
Adventure,tt0087182,en,Dune,1984-12-14
Drama,tt0364961,en,The Assassination of Richard Nixon,2004-05-17
History,tt0364961,en,The Assassination of Richard Nixon,2004-05-17
Thriller,tt0364961,en,The Assassination of Richard Nixon,2004-05-17
Drama,tt0118694,cn,花樣年華,2000-09-29
Romance,tt0118694,cn,花樣年華,2000-09-29
Drama,tt0212712,zh,2046,2005-04-04
Science Fiction,tt0212712,zh,2046,2005-04-04
Romance,tt0212712,zh,2046,2005-04-04
Crime,tt0044079,en,Strangers on a Train,1951-06-27
Thriller,tt0044079,en,Strangers on a Train,1951-06-27
Mystery,tt0120902,en,The X Files,1998-06-19
Science Fiction,tt0120902,en,The X Files,1998-06-19
Thriller,tt0120902,en,The X Files,1998-06-19
Action,tt0096446,en,Willow,1988-05-20
Adventure,tt0096446,en,Willow,1988-05-20
Fantasy,tt0096446,en,Willow,1988-05-20
Fantasy,tt0082288,en,Dragonslayer,1981-06-26
Adventure,tt0082288,en,Dragonslayer,1981-06-26
Action,tt0085811,en,Krull,1983-07-29
Adventure,tt0085811,en,Krull,1983-07-29
Fantasy,tt0085811,en,Krull,1983-07-29
Science Fiction,tt0085811,en,Krull,1983-07-29
Comedy,tt0085334,en,A Christmas Story,1983-11-18
Family,tt0085334,en,A Christmas Story,1983-11-18
Drama,tt0037558,en,Brief Encounter,1945-11-24
Romance,tt0037558,en,Brief Encounter,1945-11-24
Crime,tt0051588,de,Es geschah am hellichten Tag,1958-06-09
Thriller,tt0051588,de,Es geschah am hellichten Tag,1958-06-09
Drama,tt0215750,en,Enemy at the Gates,2001-03-14
War,tt0215750,en,Enemy at the Gates,2001-03-14
History,tt0215750,en,Enemy at the Gates,2001-03-14
Romance,tt0110475,en,The Mask,1994-07-29
Comedy,tt0110475,en,The Mask,1994-07-29
Crime,tt0110475,en,The Mask,1994-07-29
Fantasy,tt0110475,en,The Mask,1994-07-29
Action,tt0265086,en,Black Hawk Down,2001-12-28
History,tt0265086,en,Black Hawk Down,2001-12-28
War,tt0265086,en,Black Hawk Down,2001-12-28
Fantasy,tt0096438,en,Who Framed Roger Rabbit,1988-06-21
Animation,tt0096438,en,Who Framed Roger Rabbit,1988-06-21
Comedy,tt0096438,en,Who Framed Roger Rabbit,1988-06-21
Crime,tt0096438,en,Who Framed Roger Rabbit,1988-06-21
Drama,tt0120815,en,Saving Private Ryan,1998-07-24
History,tt0120815,en,Saving Private Ryan,1998-07-24
War,tt0120815,en,Saving Private Ryan,1998-07-24
Comedy,tt0108160,en,Sleepless in Seattle,1993-06-24
Drama,tt0108160,en,Sleepless in Seattle,1993-06-24
Romance,tt0108160,en,Sleepless in Seattle,1993-06-24
Drama,tt0094947,en,Dangerous Liaisons,1988-12-21
Romance,tt0094947,en,Dangerous Liaisons,1988-12-21
Thriller,tt0086567,en,WarGames,1983-06-03
Science Fiction,tt0086567,en,WarGames,1983-06-03
Drama,tt0086567,en,WarGames,1983-06-03
Action,tt0100802,en,Total Recall,1990-06-01
Adventure,tt0100802,en,Total Recall,1990-06-01
Science Fiction,tt0100802,en,Total Recall,1990-06-01
Animation,tt0114709,en,Toy Story,1995-10-30
Adventure,tt0114709,en,Toy Story,1995-10-30
Family,tt0114709,en,Toy Story,1995-10-30
Comedy,tt0114709,en,Toy Story,1995-10-30
Animation,tt0120363,en,Toy Story 2,1999-10-30
Comedy,tt0120363,en,Toy Story 2,1999-10-30
Family,tt0120363,en,Toy Story 2,1999-10-30
Comedy,tt0106611,en,Cool Runnings,1993-10-01
Adventure,tt0106611,en,Cool Runnings,1993-10-01
Drama,tt0106611,en,Cool Runnings,1993-10-01
Action,tt0093894,en,The Running Man,1987-11-13
Science Fiction,tt0093894,en,The Running Man,1987-11-13
Thriller,tt0093894,en,The Running Man,1987-11-13
Drama,tt0308644,en,Finding Neverland,2004-10-17
Drama,tt0108162,en,Sliver,1993-05-21
Thriller,tt0108162,en,Sliver,1993-05-21
Crime,tt0468565,tn,Tsotsi,2005-12-23
Drama,tt0468565,tn,Tsotsi,2005-12-23
Thriller,tt0133152,en,Planet of the Apes,2001-07-25
Science Fiction,tt0133152,en,Planet of the Apes,2001-07-25
Action,tt0133152,en,Planet of the Apes,2001-07-25
Adventure,tt0133152,en,Planet of the Apes,2001-07-25
Drama,tt0330229,ja,ドールズ,2002-10-12
Romance,tt0330229,ja,ドールズ,2002-10-12
Science Fiction,tt0063442,en,Planet of the Apes,1968-02-07
Adventure,tt0063442,en,Planet of the Apes,1968-02-07
Drama,tt0063442,en,Planet of the Apes,1968-02-07
Action,tt0063442,en,Planet of the Apes,1968-02-07
Comedy,tt0045152,en,Singin' in the Rain,1952-04-09
Music,tt0045152,en,Singin' in the Rain,1952-04-09
Romance,tt0045152,en,Singin' in the Rain,1952-04-09
Drama,tt0088939,en,The Color Purple,1985-12-18
Drama,tt0060665,en,A Man for All Seasons,1966-12-13
History,tt0060665,en,A Man for All Seasons,1966-12-13
Adventure,tt0023458,en,Shanghai Express,1932-02-12
Drama,tt0023458,en,Shanghai Express,1932-02-12
Romance,tt0023458,en,Shanghai Express,1932-02-12
Thriller,tt0023458,en,Shanghai Express,1932-02-12
Action,tt0023427,en,Scarface,1932-04-09
Crime,tt0023427,en,Scarface,1932-04-09
Drama,tt0023427,en,Scarface,1932-04-09
Thriller,tt0023427,en,Scarface,1932-04-09
Comedy,tt0036818,de,Die Feuerzangenbowle,1944-01-28
Adventure,tt0102057,en,Hook,1991-04-10
Fantasy,tt0102057,en,Hook,1991-04-10
Comedy,tt0102057,en,Hook,1991-04-10
Family,tt0102057,en,Hook,1991-04-10
Drama,tt0112379,nl,Antonia,1995-09-21
Comedy,tt0112379,nl,Antonia,1995-09-21
Drama,tt0104257,en,A Few Good Men,1992-12-11
Adventure,tt0087273,de,Flussfahrt mit Huhn,1984-11-16
Comedy,tt0379217,en,Coffee and Cigarettes,2003-09-05
Drama,tt0379217,en,Coffee and Cigarettes,2003-09-05
Drama,tt0115964,en,Crash,1996-07-17
Drama,tt0018839,en,The Docks of New York,1928-09-16
Romance,tt0018839,en,The Docks of New York,1928-09-16
Drama,tt0059037,en,The Cincinnati Kid,1965-10-15
Drama,tt0036868,en,The Best Years of Our Lives,1946-12-25
Romance,tt0036868,en,The Best Years of Our Lives,1946-12-25
War,tt0036868,en,The Best Years of Our Lives,1946-12-25
Fantasy,tt0109813,en,The Flintstones,1994-05-26
Comedy,tt0109813,en,The Flintstones,1994-05-26
Family,tt0109813,en,The Flintstones,1994-05-26
Comedy,tt0158622,en,The Flintstones in Viva Rock Vegas,2000-04-28
Family,tt0158622,en,The Flintstones in Viva Rock Vegas,2000-04-28
Romance,tt0158622,en,The Flintstones in Viva Rock Vegas,2000-04-28
Drama,tt0114354,de,Schlafes Bruder,1995-09-08
Drama,tt0074119,en,All the President's Men,1976-01-18
History,tt0074119,en,All the President's Men,1976-01-18
Mystery,tt0074119,en,All the President's Men,1976-01-18
Thriller,tt0074119,en,All the President's Men,1976-01-18
Comedy,tt0101700,fr,Delicatessen,1991-04-17
Science Fiction,tt0101700,fr,Delicatessen,1991-04-17
Fantasy,tt0101700,fr,Delicatessen,1991-04-17
Drama,tt0246859,de,Die Polizistin,2000-05-10
Drama,tt0396273,de,Willenbrock,2005-03-17
